date,clock,stadium,attendance,Home Team,Goals Home,Away Team,Away Goals,home_possessions,away_possessions,home_shots,away_shots,home_on,away_on,home_off,away_off,home_blocked,away_blocked,home_pass,away_pass,home_chances,away_chances,home_corners,away_corners,home_offside,away_offside,home_tackles,away_tackles,home_duels,away_duels,home_saves,away_saves,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,links
3rd October 2022,8:00pm,The King Power Stadium,"32,202",Leicester City,4,Nottingham Forest,0,51.6,48.4,17,10,7,3,7,5,3,2,84.6,78,2,3,6,6,3,4,63.6,69.2,52.2,47.8,3,4,13,12,2,4,0,0,https://www.skysports.com/football/leicester-city-vs-nottingham-forest/464720
2nd October 2022,2:00pm,Etihad Stadium,"53,475",Manchester City,6,Manchester United,3,53.9,46.1,22,12,10,8,6,1,6,3,88,85.7,3,0,5,1,1,0,57.1,35.7,62.5,37.5,5,3,3,9,0,3,0,0,https://www.skysports.com/football/manchester-city-vs-manchester-united/464722
2nd October 2022,4:30pm,Elland Road,"36,582",Leeds United,0,Aston Villa,0,43.8,56.2,6,19,1,7,2,8,3,4,72,77.2,0,3,2,9,0,2,75,68.8,42.1,57.9,6,1,23,12,3,2,1,0,https://www.skysports.com/football/leeds-united-vs-aston-villa/464719
1st October 2022,12:30p,Emirates Stadium,"60,278",Arsenal,3,Tottenham Hotspur,1,64.7,35.3,22,7,9,3,9,2,4,2,90.4,78.2,1,1,5,2,1,3,71.4,62.5,56.3,43.8,2,6,10,10,2,1,0,1,https://www.skysports.com/football/arsenal-vs-tottenham-hotspur/464715
1st October 2022,3:00pm,Vitality Stadium,"10,126",Bournemouth,0,Brentford,0,42,58,7,13,1,4,4,5,2,4,79.2,83,1,1,7,8,1,2,57.1,70,54.5,45.5,4,0,11,10,1,2,0,0,https://www.skysports.com/football/bournemouth-vs-brentford/464716
1st October 2022,3:00pm,Selhurst Park,"25,198",Crystal Palace,1,Chelsea,2,36,64,7,13,3,3,4,7,0,3,77.9,88,1,0,5,2,1,0,55.6,56.3,45,55,1,2,11,13,1,3,0,0,https://www.skysports.com/football/crystal-palace-vs-chelsea/464717
1st October 2022,3:00pm,Craven Cottage,"22,913",Fulham,1,Newcastle United,4,31.7,68.3,3,19,1,10,1,4,1,5,67.6,87.6,1,4,1,8,4,7,76.9,66.7,10,90,6,0,9,10,2,0,1,0,https://www.skysports.com/football/fulham-vs-newcastle-united/464718
1st October 2022,3:00pm,Anfield,"53,320",Liverpool,3,Brighton and Hove Albion,3,53.8,46.2,15,6,7,6,6,0,2,0,81.5,78,4,5,9,2,1,0,64.3,39.1,57.9,42.1,3,5,9,13,1,1,0,0,https://www.skysports.com/football/liverpool-vs-brighton-and-hove-albion/464721
1st October 2022,3:00pm,St. Mary's Stadium,"30,510",Southampton,1,Everton,2,54.2,45.8,22,12,6,5,9,4,7,3,81.3,77.6,3,4,7,6,0,1,50,56.5,40.6,59.4,3,5,11,10,2,2,0,0,https://www.skysports.com/football/southampton-vs-everton/464723
1st October 2022,5:30pm,London Stadium,"62,444",West Ham United,2,Wolverhampton Wanderers,0,39.1,60.9,18,15,5,4,5,7,8,4,80.9,87.2,0,1,1,6,2,1,59.1,58.3,64,36,4,3,8,6,2,2,0,0,https://www.skysports.com/football/west-ham-united-vs-wolverhampton-wanderers/464724
18th September 2022,12:00p,Gtech Community Stadium,"17,122",Brentford,0,Arsenal,3,36.1,63.9,5,13,2,7,3,4,0,2,74.1,86,1,2,3,3,3,1,61.9,75,72.4,27.6,4,2,10,10,0,2,0,0,https://www.skysports.com/football/brentford-vs-arsenal/464706
18th September 2022,2:15pm,Goodison Park,"39,298",Everton,1,West Ham United,0,53.6,46.4,7,14,2,4,4,3,1,7,83,79.6,0,0,5,14,1,1,61.1,38.9,47.6,52.4,4,1,8,11,3,1,0,0,https://www.skysports.com/football/everton-vs-west-ham-united/464709
17th September 2022,12:30p,Molineux,"31,578",Wolverhampton Wanderers,0,Manchester City,3,40.8,59.2,6,16,1,7,4,5,1,4,83.6,90.5,0,1,5,7,0,1,57.9,57.9,26.7,73.3,4,1,7,9,2,1,1,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-manchester-city/464714
17th September 2022,3:00pm,"St James' Park, Newcastle","52,238",Newcastle United,1,Bournemouth,1,72.4,27.6,20,10,7,3,8,5,5,2,86.5,67.3,0,1,8,1,3,1,75,77.8,56,44,2,6,10,11,2,2,0,0,https://www.skysports.com/football/newcastle-united-vs-bournemouth/464711
17th September 2022,5:30pm,Tottenham Hotspur Stadium,"61,450",Tottenham Hotspur,6,Leicester City,2,43.7,56.3,16,19,11,7,2,7,3,5,83.6,87.3,2,1,6,1,1,0,28.6,75,54.5,45.5,5,5,9,9,1,2,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-leicester-city/464713
16th September 2022,8:00pm,Villa Park,"40,758",Aston Villa,1,Southampton,0,52.7,47.3,11,7,3,1,3,3,5,3,74.3,73.7,1,0,6,3,1,0,54.3,64.3,59.2,40.8,1,2,13,13,3,1,0,0,https://www.skysports.com/football/aston-villa-vs-southampton/464705
16th September 2022,8:00pm,The City Ground,"28,654",Nottingham Forest,2,Fulham,3,40.8,59.2,11,15,3,7,5,3,3,5,74.4,82.9,2,2,2,10,2,1,30,41.7,55.9,44.1,4,1,11,10,2,4,0,0,https://www.skysports.com/football/nottingham-forest-vs-fulham/464712
4th September 2022,2:00pm,Amex Stadium,"31,185",Brighton and Hove Albion,5,Leicester City,2,53.5,46.5,23,6,11,4,5,1,7,1,85.4,82.6,3,2,10,1,2,3,70.6,61.5,47.6,52.4,2,7,6,8,1,1,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-leicester-city/464687
4th September 2022,4:30pm,Old Trafford,"73,431",Manchester United,3,Arsenal,1,39.5,60.5,10,16,6,3,3,8,1,5,78.1,83.4,4,2,2,5,4,0,47.1,57.1,76.9,23.1,2,3,13,9,3,3,0,0,https://www.skysports.com/football/manchester-united-vs-arsenal/464690
3rd September 2022,12:30p,Goodison Park,"39,240",Everton,0,Liverpool,0,39.1,60.9,14,23,3,8,6,9,5,6,71.9,81,1,0,7,9,3,2,57.9,80,39.1,60.9,8,4,7,11,2,2,0,0,https://www.skysports.com/football/everton-vs-liverpool/464689
3rd September 2022,3:00pm,Nan,Nan,Brentford,5,Leeds United,2,31.1,68.9,14,17,8,6,5,7,1,4,64.7,82.4,3,3,2,6,1,1,70.8,70.8,60.7,39.3,4,3,8,9,2,2,0,0,https://www.skysports.com/football/brentford-vs-leeds-united/464686
3rd September 2022,3:00pm,Stamford Bridge,"39,923",Chelsea,2,West Ham United,1,68.1,31.9,8,6,3,3,2,2,3,1,87.3,75.3,2,2,10,3,1,1,68.8,64.3,50,50,2,1,6,11,4,2,0,0,https://www.skysports.com/football/chelsea-vs-west-ham-united/464688
3rd September 2022,3:00pm,"St James' Park, Newcastle","51,863",Newcastle United,0,Crystal Palace,0,51.7,48.3,23,19,6,9,7,4,10,6,78.8,77.9,3,0,13,5,2,1,61.1,73.9,50,50,9,5,19,12,2,2,0,0,https://www.skysports.com/football/newcastle-united-vs-crystal-palace/464691
3rd September 2022,3:00pm,The City Ground,"28,720",Nottingham Forest,2,Bournemouth,3,52.7,47.3,11,8,3,3,3,2,5,3,82.7,81.2,0,1,4,6,1,1,53.8,66.7,50,50,0,1,13,10,2,1,0,0,https://www.skysports.com/football/nottingham-forest-vs-bournemouth/464692
3rd September 2022,3:00pm,Tottenham Hotspur Stadium,"61,641",Tottenham Hotspur,2,Fulham,1,51.9,48.1,23,9,10,3,7,5,6,1,88,85.7,1,0,10,3,3,0,47.4,61.1,60.7,39.3,2,8,9,6,3,4,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-fulham/464693
3rd September 2022,3:00pm,Molineux,"30,546",Wolverhampton Wanderers,1,Southampton,0,50.8,49.2,7,12,2,1,4,7,1,4,80.8,78.1,2,1,5,6,1,0,64.3,60,58.3,41.7,1,1,10,14,4,2,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-southampton/464694
3rd September 2022,5:30pm,Villa Park,"41,830",Aston Villa,1,Manchester City,1,27.7,72.3,3,13,1,4,1,5,1,4,70.7,88.2,0,4,1,4,5,3,60,38.5,32.5,67.5,3,0,7,6,2,0,0,0,https://www.skysports.com/football/aston-villa-vs-manchester-city/464685
1st September 2022,8:00pm,The King Power Stadium,"32,226",Leicester City,0,Manchester United,1,53.9,46.1,10,9,2,2,5,5,3,2,81.8,78,1,1,1,3,0,2,61.9,53.3,52.9,47.1,1,2,7,15,1,3,0,0,https://www.skysports.com/football/leicester-city-vs-manchester-united/464680
31st August 2022,7:30pm,Emirates Stadium,"60,012",Arsenal,2,Aston Villa,1,58.9,41.1,22,4,9,3,6,1,7,0,84.9,77,2,0,10,3,1,1,70,37.5,52.4,47.6,2,6,10,14,2,3,0,0,https://www.skysports.com/football/arsenal-vs-aston-villa/464675
31st August 2022,7:30pm,Vitality Stadium,"10,113",Bournemouth,0,Wolverhampton Wanderers,0,34.1,65.9,5,17,2,4,2,9,1,4,74.4,89.2,0,2,2,5,0,3,83.3,42.3,46.2,53.8,3,2,12,12,2,1,0,0,https://www.skysports.com/football/bournemouth-vs-wolverhampton-wanderers/464676
31st August 2022,7:30pm,Etihad Stadium,"53,409",Manchester City,6,Nottingham Forest,0,74.9,25.1,17,8,9,1,6,4,2,3,91.7,73.6,4,2,10,1,2,2,84.6,57.1,68,32,1,3,9,7,0,1,0,0,https://www.skysports.com/football/manchester-city-vs-nottingham-forest/464683
31st August 2022,7:45pm,London Stadium,"62,450",West Ham United,1,Tottenham Hotspur,1,38.3,61.7,14,12,4,3,8,2,2,7,83.2,89.4,2,0,3,4,1,0,69.2,42.9,64.3,35.7,3,3,10,10,2,5,0,0,https://www.skysports.com/football/west-ham-united-vs-tottenham-hotspur/464681
31st August 2022,8:00pm,Anfield,"53,316",Liverpool,2,Newcastle United,1,71.8,28.2,23,5,6,2,8,3,9,0,83.7,63.7,1,1,13,0,2,2,71.4,39.1,40.5,59.5,1,4,9,10,0,2,0,0,https://www.skysports.com/football/liverpool-vs-newcastle-united/464682
30th August 2022,7:30pm,Selhurst Park,"25,043",Crystal Palace,1,Brentford,1,48.9,51.1,13,9,4,3,6,5,3,1,81.1,80.1,0,5,4,6,1,0,57.1,92.9,53.8,46.2,2,3,11,8,1,2,0,0,https://www.skysports.com/football/crystal-palace-vs-brentford/464677
30th August 2022,7:30pm,Craven Cottage,"22,224",Fulham,2,Brighton and Hove Albion,1,39.1,60.9,10,7,3,4,7,3,0,0,74.7,83.7,1,1,3,3,0,2,57.7,52.2,58.1,41.9,2,2,9,11,2,1,0,0,https://www.skysports.com/football/fulham-vs-brighton-and-hove-albion/464678
30th August 2022,7:45pm,Nan,Nan,Southampton,2,Chelsea,1,32.2,67.8,9,10,7,4,0,2,2,4,61,82,3,1,5,3,0,3,68.4,50,44.8,55.2,3,3,15,10,2,1,0,0,https://www.skysports.com/football/southampton-vs-chelsea/464684
30th August 2022,8:00pm,Elland Road,"36,338",Leeds United,1,Everton,1,69.1,30.9,14,7,5,2,8,2,1,3,83.1,69.5,1,3,10,2,2,2,52,46.4,66.7,33.3,1,4,10,9,3,3,0,0,https://www.skysports.com/football/leeds-united-vs-everton/464679
28th August 2022,2:00pm,Villa Park,"41,796",Aston Villa,0,West Ham United,1,57.8,42.2,9,7,3,2,4,3,2,2,84,78.5,0,0,3,2,2,1,64.7,46.2,59.1,40.9,1,3,10,10,2,0,0,0,https://www.skysports.com/football/aston-villa-vs-west-ham-united/464666
28th August 2022,2:00pm,Molineux,"31,311",Wolverhampton Wanderers,1,Newcastle United,1,36.1,63.9,10,21,4,6,2,4,4,11,69.4,82.1,1,0,4,13,3,1,45.5,66.7,40.7,59.3,5,3,10,11,2,1,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-newcastle-united/464674
28th August 2022,4:30pm,The City Ground,"29,296",Nottingham Forest,0,Tottenham Hotspur,2,55.3,44.7,17,18,1,7,9,7,7,4,84.7,80.5,0,1,6,1,1,3,52.4,53.8,50,50,4,1,11,13,6,1,0,0,https://www.skysports.com/football/nottingham-forest-vs-tottenham-hotspur/464672
27th August 2022,12:30p,St. Mary's Stadium,"31,196",Southampton,0,Manchester United,1,48.3,51.7,17,11,5,6,10,2,2,3,73.1,74,1,1,5,3,1,1,47.1,57.1,42.2,57.8,3,4,4,14,0,3,0,0,https://www.skysports.com/football/southampton-vs-manchester-united/464673
27th August 2022,3:00pm,Gtech Community Stadium,"17,009",Brentford,1,Everton,1,57.8,42.2,20,14,5,7,10,2,5,5,83.5,78.4,2,2,8,5,0,2,42.9,72.7,55.3,44.7,6,4,8,8,2,2,0,0,https://www.skysports.com/football/brentford-vs-everton/464667
27th August 2022,3:00pm,Amex Stadium,"30,953",Brighton and Hove Albion,1,Leeds United,0,42.8,57.2,13,10,4,2,8,3,1,5,70.8,75.6,2,0,5,3,2,1,71.4,54.5,58.3,41.7,2,3,10,14,2,3,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-leeds-united/464668
27th August 2022,3:00pm,Stamford Bridge,"39,953",Chelsea,2,Leicester City,1,45.1,54.9,7,17,4,5,1,7,2,5,83.4,87,2,4,3,11,3,1,66.7,58.8,51.4,48.6,4,2,10,7,1,2,1,0,https://www.skysports.com/football/chelsea-vs-leicester-city/464669
27th August 2022,3:00pm,Anfield,"53,328",Liverpool,9,Bournemouth,0,69.4,30.6,19,5,12,2,6,2,1,1,86.5,69.6,3,0,8,1,3,0,83.3,60,56.3,43.8,2,4,6,5,0,1,0,0,https://www.skysports.com/football/liverpool-vs-bournemouth/464670
27th August 2022,3:00pm,Etihad Stadium,"53,112",Manchester City,4,Crystal Palace,2,74.3,25.7,18,2,5,2,9,0,4,0,91.2,74,4,1,6,1,2,1,83.3,66.7,66.7,33.3,1,1,14,8,1,2,0,0,https://www.skysports.com/football/manchester-city-vs-crystal-palace/464671
27th August 2022,5:30pm,Emirates Stadium,"60,164",Arsenal,2,Fulham,1,72,28,22,11,8,3,4,6,10,2,85.5,61.9,2,0,9,2,1,0,73.3,45.8,33.3,66.7,2,6,6,12,2,3,0,0,https://www.skysports.com/football/arsenal-vs-fulham/464665
22nd August 2022,8:00pm,Nan,Nan,Manchester United,2,Liverpool,1,29.5,70.5,13,17,5,5,4,7,4,5,65.9,83.7,4,1,6,8,2,2,70.8,84.6,41.2,58.8,5,3,11,7,3,1,0,0,https://www.skysports.com/football/manchester-united-vs-liverpool/464661
21st August 2022,2:00pm,Elland Road,"36,372",Leeds United,3,Chelsea,0,39.1,60.9,12,14,6,3,4,4,2,7,71.4,82,2,0,4,6,1,7,53.8,45.5,32.3,67.7,3,3,16,15,0,1,0,1,https://www.skysports.com/football/leeds-united-vs-chelsea/464659
21st August 2022,2:00pm,London Stadium,"62,449",West Ham United,0,Brighton and Hove Albion,2,49.6,50.4,13,11,3,2,3,5,7,4,80.5,81.4,0,2,5,4,3,1,62.5,41.2,69,31,0,3,10,7,2,0,0,0,https://www.skysports.com/football/west-ham-united-vs-brighton-and-hove-albion/464664
21st August 2022,4:30pm,"St James' Park, Newcastle","52,258",Newcastle United,3,Manchester City,3,31.3,68.7,12,21,6,10,4,4,2,7,67.3,85.7,4,6,5,5,2,1,53.8,55.6,44.4,55.6,7,2,14,7,4,2,0,0,https://www.skysports.com/football/newcastle-united-vs-manchester-city/464662
20th August 2022,12:30p,Tottenham Hotspur Stadium,"61,298",Tottenham Hotspur,1,Wolverhampton Wanderers,0,49.9,50.1,11,20,4,3,5,8,2,9,87.1,83.6,1,0,8,6,2,0,44.4,66.7,35.7,64.3,3,3,10,8,2,2,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-wolverhampton-wanderers/464663
20th August 2022,3:00pm,Selhurst Park,"22,012",Crystal Palace,3,Aston Villa,1,50.8,49.2,17,13,9,5,5,6,3,2,84.4,81.3,3,1,4,2,1,1,64.3,46.2,40.9,59.1,4,6,16,14,2,1,0,0,https://www.skysports.com/football/crystal-palace-vs-aston-villa/464656
20th August 2022,3:00pm,Goodison Park,"39,271",Everton,1,Nottingham Forest,1,48.3,51.7,19,14,8,5,6,6,5,3,77.4,73.4,1,0,6,2,4,1,61.5,77.3,40,60,4,7,6,9,3,2,0,0,https://www.skysports.com/football/everton-vs-nottingham-forest/464657
20th August 2022,3:00pm,Craven Cottage,"21,798",Fulham,3,Brentford,2,43.7,56.3,18,13,9,5,4,4,5,4,70.4,75.5,3,3,6,3,5,7,66.7,41.7,46.5,53.5,3,6,13,7,3,2,0,0,https://www.skysports.com/football/fulham-vs-brentford/464658
20th August 2022,3:00pm,The King Power Stadium,"30,850",Leicester City,1,Southampton,2,62,38,6,9,1,3,3,5,2,1,81.7,71.6,0,3,2,5,0,1,73.3,63.2,45.9,54.1,1,0,11,15,2,3,0,0,https://www.skysports.com/football/leicester-city-vs-southampton/464660
20th August 2022,5:30pm,Vitality Stadium,"10,423",Bournemouth,0,Arsenal,3,41.8,58.2,6,14,1,6,5,4,0,4,78.8,89.1,0,2,3,4,1,3,36.4,57.1,44.4,55.6,3,1,12,10,2,1,0,0,https://www.skysports.com/football/bournemouth-vs-arsenal/464655
15th August 2022,8:00pm,Anfield,"52,970",Liverpool,1,Crystal Palace,1,72.6,27.4,24,7,4,3,10,4,10,0,87,69,3,4,4,2,3,2,75,60.9,36,64,2,3,7,8,2,4,1,0,https://www.skysports.com/football/liverpool-vs-crystal-palace/464650
14th August 2022,2:00pm,The City Ground,"29,281",Nottingham Forest,1,West Ham United,0,43.2,56.8,13,19,6,5,4,8,3,6,66,74.5,2,0,6,7,3,2,50,37.5,47.4,52.6,4,5,10,11,4,1,0,0,https://www.skysports.com/football/nottingham-forest-vs-west-ham-united/464652
14th August 2022,4:30pm,Stamford Bridge,"39,946",Chelsea,2,Tottenham Hotspur,2,63.7,36.3,16,10,3,5,6,2,7,3,85.8,79.1,2,4,8,5,2,1,64.3,48,46.7,53.3,3,1,9,9,3,0,0,0,https://www.skysports.com/football/chelsea-vs-tottenham-hotspur/464649
13th August 2022,12:30p,Villa Park,"41,883",Aston Villa,2,Everton,1,57.5,42.5,12,15,4,4,4,2,4,9,84.1,77,3,0,5,8,2,3,60,68.8,53.8,46.2,4,1,9,7,4,1,0,0,https://www.skysports.com/football/aston-villa-vs-everton/464646
13th August 2022,3:00pm,Emirates Stadium,"60,033",Arsenal,4,Leicester City,2,49.9,50.1,19,6,7,2,8,3,4,1,83.5,81.1,3,1,6,2,2,3,75,58.3,57.6,42.4,1,4,15,9,1,1,0,0,https://www.skysports.com/football/arsenal-vs-leicester-city/464645
13th August 2022,3:00pm,Amex Stadium,"31,552",Brighton and Hove Albion,0,Newcastle United,0,54.5,45.5,13,4,7,1,3,2,3,1,76.5,73.2,3,0,7,3,1,4,77.8,58.3,52.9,47.1,1,5,8,6,2,3,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-newcastle-united/464648
13th August 2022,3:00pm,Etihad Stadium,"53,453",Manchester City,4,Bournemouth,0,66.7,33.3,19,3,7,1,6,1,6,1,93.2,81.6,2,0,11,1,2,1,50,50,52.9,47.1,1,4,9,9,0,3,0,0,https://www.skysports.com/football/manchester-city-vs-bournemouth/464651
13th August 2022,3:00pm,St. Mary's Stadium,"30,815",Southampton,2,Leeds United,2,42.6,57.4,14,13,4,5,7,4,3,4,69.9,74,2,3,2,5,1,1,52.9,74.1,42.5,57.5,3,2,10,12,1,3,0,0,https://www.skysports.com/football/southampton-vs-leeds-united/464653
13th August 2022,3:00pm,Molineux,"31,178",Wolverhampton Wanderers,0,Fulham,0,59.6,40.4,7,9,1,3,5,5,1,1,79,71.6,2,1,5,3,1,0,61.1,42.1,53.6,46.4,3,1,7,14,3,3,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-fulham/464654
13th August 2022,5:30pm,Gtech Community Stadium,"17,051",Brentford,4,Manchester United,0,33.3,66.7,13,15,7,4,3,7,3,4,65.5,84.6,2,0,8,2,1,2,66.7,58.3,41.7,58.3,4,3,6,15,0,4,0,0,https://www.skysports.com/football/brentford-vs-manchester-united/464647
7th August 2022,2:00pm,The King Power Stadium,"31,794",Leicester City,2,Brentford,2,55.4,44.6,14,8,5,3,6,4,3,1,87.9,84.5,0,2,5,6,2,2,69.2,60,48.3,51.7,1,3,6,5,0,0,0,0,https://www.skysports.com/football/leicester-city-vs-brentford/464640
7th August 2022,2:00pm,Old Trafford,"73,711",Manchester United,1,Brighton and Hove Albion,2,62.9,37.1,17,15,5,4,5,6,7,5,82.5,70.2,1,1,6,2,3,1,66.7,64.3,55,45,2,5,7,12,4,1,0,0,https://www.skysports.com/football/manchester-united-vs-brighton-and-hove-albion/464643
7th August 2022,4:30pm,London Stadium,"62,443",West Ham United,0,Manchester City,2,24.6,75.4,6,14,1,2,2,8,3,4,78.3,92.9,0,3,1,4,4,1,42.9,66.7,47.6,52.4,0,1,8,4,0,1,0,0,https://www.skysports.com/football/west-ham-united-vs-manchester-city/464644
6th August 2022,12:30p,Craven Cottage,"25,000",Fulham,2,Liverpool,2,33.1,66.9,9,11,3,4,2,5,4,2,61.6,77.3,0,3,4,4,4,4,52,81.8,63.9,36.1,1,1,7,9,2,0,0,0,https://www.skysports.com/football/fulham-vs-liverpool/464638
6th August 2022,3:00pm,Vitality Stadium,"10,000",Bournemouth,2,Aston Villa,0,34.4,65.6,7,15,3,2,2,7,2,6,70.1,83.9,1,0,5,5,1,4,60,80,50,50,2,1,18,16,3,3,0,0,https://www.skysports.com/football/bournemouth-vs-aston-villa/464636
6th August 2022,3:00pm,Elland Road,"36,347",Leeds United,2,Wolverhampton Wanderers,1,40.1,59.9,12,15,4,6,5,6,3,3,75.8,84.8,2,1,6,4,0,1,66.7,68.8,56.3,43.8,5,3,13,9,2,0,0,0,https://www.skysports.com/football/leeds-united-vs-wolverhampton-wanderers/464639
6th August 2022,3:00pm,"St James' Park, Newcastle","52,245",Newcastle United,2,Nottingham Forest,0,61.4,38.6,23,5,10,0,8,3,5,2,80.8,70.4,2,0,11,1,2,0,68.4,73.3,42.9,57.1,0,7,9,14,0,3,0,0,https://www.skysports.com/football/newcastle-united-vs-nottingham-forest/464641
6th August 2022,3:00pm,Tottenham Hotspur Stadium,"61,732",Tottenham Hotspur,4,Southampton,1,57.5,42.5,18,10,8,2,6,5,4,3,85,82.2,1,0,10,2,2,0,62.5,42.9,54.2,45.8,1,5,11,6,3,0,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-southampton/464642
6th August 2022,5:30pm,Goodison Park,"39,254",Everton,0,Chelsea,1,37.3,62.7,8,15,4,6,3,3,1,6,73.4,86.6,0,1,4,16,0,2,70.8,47.4,35.3,64.7,5,3,14,11,3,2,0,0,https://www.skysports.com/football/everton-vs-chelsea/464637
5th August 2022,8:00pm,Selhurst Park,"25,286",Crystal Palace,0,Arsenal,2,56.3,43.7,10,10,2,2,2,4,6,4,86.7,82.2,2,1,3,5,1,2,50,55.2,41.7,58.3,1,2,16,11,1,2,0,0,https://www.skysports.com/football/crystal-palace-vs-arsenal/464635
